Journal number,Voucher,Date,Year closed,Ledger account,Account name,Description,Currency,Amount in transaction currency,Amount,Amount in reporting currency,Posting type,Posting layer,Created by,Created date and time
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,8047.77,8047.77,8047.77,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1452.26,-1452.26,-1452.26,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2292.12,2292.12,2292.12,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,2491.13,2491.13,2491.13,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,827.77,827.77,827.77,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,13666.36,13666.36,13666.36,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3880.52,-3880.52,-3880.52,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,8236.5,8236.5,8236.5,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,657.61,657.61,657.61,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,6603.44,6603.44,6603.44,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1690.35,-1690.35,-1690.35,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2385.71,2385.71,2385.71,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,393.52,393.52,393.52,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,9736.74,9736.74,9736.74,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2198.19,-2198.19,-2198.19,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3213.26,3213.26,3213.26,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3536.0,3536.0,3536.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,8342.9,8342.9,8342.9,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1543.63,-1543.63,-1543.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2346.69,2346.69,2346.69,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,2361.58,2361.58,2361.58,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,6672.73,6672.73,6672.73,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1951.11,-1951.11,-1951.11,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2808.24,2808.24,2808.24,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,4239.65,4239.65,4239.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,529.65,529.65,529.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,11136.79,11136.79,11136.79,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2058.84,-2058.84,-2058.84,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3101.15,3101.15,3101.15,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,12172.67,12172.67,12172.67,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3242.69,-3242.69,-3242.69,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,4691.35,4691.35,4691.35,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,5155.56,5155.56,5155.56,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,2081.48,2081.48,2081.48,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,9384.79,9384.79,9384.79,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,4456.96,4456.96,4456.96,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2243.56,-2243.56,-2243.56,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3295.83,3295.83,3295.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,283.86,283.86,283.86,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,8680.12,8680.12,8680.12,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2004.77,-2004.77,-2004.77,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2905.19,2905.19,2905.19,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3097.79,3097.79,3097.79,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,9918.34,9918.34,9918.34,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2319.19,-2319.19,-2319.19,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3338.63,3338.63,3338.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3429.47,3429.47,3429.47,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,413.52,413.52,413.52,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,27774.48,27774.48,27774.48,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-7215.56,-7215.56,-7215.56,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,9876.07,9876.07,9876.07,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,651400,SG&A Auto Expenses,Car Allowance,USD,3190.0,3190.0,3190.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,18270.91,18270.91,18270.91,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-5348.22,-5348.22,-5348.22,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,7013.05,7013.05,7013.05,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,651400,SG&A Auto Expenses,Auto Allowance,USD,2130.0,2130.0,2130.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521400,Indirect Labor/Consulting,Indirect Labor/Consulting,USD,26633.39,26633.39,26633.39,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-5534.6,-5534.6,-5534.6,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,7686.24,7686.24,7686.24,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,556000,Car Expense,Auto Allowance,USD,250.0,250.0,250.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,2665.01,2665.01,2665.01,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,1980.57,1980.57,1980.57,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-263.66,-263.66,-263.66,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,409.06,409.06,409.06,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,12465.93,12465.93,12465.93,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3811.45,-3811.45,-3811.45,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,5389.13,5389.13,5389.13,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,231.23,231.23,231.23,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521400,Indirect Labor/Consulting,Salaries,USD,4779.18,4779.18,4779.18,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-162.97,-162.97,-162.97,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,3298.98,3298.98,3298.98,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,1384.62,1384.62,1384.62,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,1645.65,1645.65,1645.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1123.17,-1123.17,-1123.17,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-105.92,-105.92,-105.92,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,392.11,392.11,392.11,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,14760.08,14760.08,14760.08,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,4119.1,4119.1,4119.1,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2923.56,-2923.56,-2923.56,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,874.4,874.4,874.4,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,655.0,655.0,655.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,801.91,801.91,801.91,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1050.83,1050.83,1050.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,329.75,329.75,329.75,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,760.73,760.73,760.73,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,729.94,729.94,729.94,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1557.62,1557.62,1557.62,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,652.2,652.2,652.2,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,658.64,658.64,658.64,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,816.05,816.05,816.05,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,807.76,807.76,807.76,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,866.29,866.29,866.29,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,999.64,999.64,999.64,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1168.3,1168.3,1168.3,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,489.9,489.9,489.9,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1027.2,1027.2,1027.2,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,164.22,164.22,164.22,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,2136.59,2136.59,2136.59,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,969.97,969.97,969.97,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,1954.87,1954.87,1954.87,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,376.59,376.59,376.59,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1284.54,1284.54,1284.54,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,327.69,327.69,327.69,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1083.39,1083.39,1083.39,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,808.04,808.04,808.04,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,904.4,904.4,904.4,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,853.9,853.9,853.9,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Kristina Luckey,USD,59.06,59.06,59.06,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,510950,General Supplies,Patricia Delhaye Expenses to 2020-07-01,USD,53.48,53.48,53.48,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,27518.03,27518.03,27518.03,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Salaries,USD,3891.67,3891.67,3891.67,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,1690.7,1690.7,1690.7,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Payroll Taxes,USD,-698.65,-698.65,-698.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-5958.66,-5958.66,-5958.66,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,1016.63,1016.63,1016.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,8549.81,8549.81,8549.81,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,4886.23,4886.23,4886.23,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,432.41,432.41,432.41,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Salaries,USD,3891.67,3891.67,3891.67,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,97382.96,97382.96,97382.96,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,26759.01,26759.01,26759.01,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Payroll Taxes,USD,-698.65,-698.65,-698.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,8729.7,8729.7,8729.7,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Salaries,USD,3891.67,3891.67,3891.67,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,62054.55,62054.55,62054.55,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Payroll Taxes,USD,-698.65,-698.65,-698.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,6947.31,6947.31,6947.31,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,432.41,432.41,432.41,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,21827.61,21827.61,21827.61,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,5533.35,5533.35,5533.35,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-20955.67,-20955.67,-20955.67,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,1016.63,1016.63,1016.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,30582.83,30582.83,30582.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-4846.47,-4846.47,-4846.47,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,432.41,432.41,432.41,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,18401.01,18401.01,18401.01,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-14992.57,-14992.57,-14992.57,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,1016.63,1016.63,1016.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,21487.66,21487.66,21487.66,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521400,Indirect Labor/Consulting,Indirect Labor/Consulting,USD,45519.73,45519.73,45519.73,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-10326.83,-10326.83,-10326.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,14993.31,14993.31,14993.31,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,10070.21,10070.21,10070.21,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,6306.27,6306.27,6306.27,Ledger journal,Current,ahooda,2020-07-10 17:25:54
